,checkpoint,model,seed,shuffle_utterances,augment_frames,multiple_frames,cnn,eval_type,eval_dataset,stage,trial_idx,categories,logits,pred,correct,target_category,config,filtered
1248,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1248,"['kitchen', 'puzzle', 'stairs', 'foot']","[0.13789403438568115, 0.11912504583597183, 0.2779403328895569, 0.4650405943393707]",3,False,kitchen,contrastive_transformer_embedding,False
1249,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1249,"['kitchen', 'computer', 'car', 'crib']","[0.22937586903572083, 0.03462693467736244, 0.07344134151935577, 0.6625558733940125]",3,False,kitchen,contrastive_transformer_embedding,False
1250,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1250,"['kitchen', 'ground', 'basket', 'sand']","[0.2369052618741989, 0.14193567633628845, 0.5420181751251221, 0.07914093136787415]",2,False,kitchen,contrastive_transformer_embedding,False
1251,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1251,"['kitchen', 'ball', 'puzzle', 'sand']","[0.15790745615959167, 0.08516694605350494, 0.09856563061475754, 0.658359944820404]",3,False,kitchen,contrastive_transformer_embedding,False
1252,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1252,"['kitchen', 'room', 'hand', 'road']","[0.1935863345861435, 0.46459367871284485, 0.060851313173770905, 0.28096866607666016]",1,False,kitchen,contrastive_transformer_embedding,False
1253,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1253,"['kitchen', 'stairs', 'sand', 'basket']","[0.11012887209653854, 0.09863409399986267, 0.15790727734565735, 0.6333297491073608]",3,False,kitchen,contrastive_transformer_embedding,False
1254,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1254,"['kitchen', 'paper', 'toy', 'ground']","[0.8004656434059143, 0.10461947321891785, 0.05289459601044655, 0.04202035814523697]",0,True,kitchen,contrastive_transformer_embedding,False
1255,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1255,"['kitchen', 'toy', 'window', 'foot']","[0.2840941846370697, 0.19619421660900116, 0.21180018782615662, 0.3079114258289337]",3,False,kitchen,contrastive_transformer_embedding,False
1256,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1256,"['kitchen', 'puzzle', 'ground', 'road']","[0.3002660572528839, 0.12299861758947372, 0.42872586846351624, 0.14800946414470673]",2,False,kitchen,contrastive_transformer_embedding,False
1257,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1257,"['kitchen', 'stairs', 'hand', 'ground']","[0.5441988706588745, 0.14869104325771332, 0.1800207495689392, 0.12708935141563416]",0,True,kitchen,contrastive_transformer_embedding,False
1258,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1258,"['kitchen', 'door', 'table', 'basket']","[0.466099351644516, 0.2704921364784241, 0.22805003821849823, 0.03535846248269081]",0,True,kitchen,contrastive_transformer_embedding,False
1259,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1259,"['kitchen', 'floor', 'computer', 'car']","[0.7368633151054382, 0.10216797143220901, 0.059357672929763794, 0.10161108523607254]",0,True,kitchen,contrastive_transformer_embedding,False
1260,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1260,"['kitchen', 'paper', 'foot', 'crib']","[0.022801974788308144, 0.10542288422584534, 0.8538500666618347, 0.017925063148140907]",2,False,kitchen,contrastive_transformer_embedding,False
1261,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1261,"['kitchen', 'sand', 'chair', 'ball']","[0.13524138927459717, 0.6991190910339355, 0.10313745588064194, 0.06250210106372833]",1,False,kitchen,contrastive_transformer_embedding,False
1262,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1262,"['kitchen', 'room', 'floor', 'table']","[0.19655971229076385, 0.34797510504722595, 0.38994070887565613, 0.06552447378635406]",2,False,kitchen,contrastive_transformer_embedding,False
1263,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1263,"['kitchen', 'ground', 'floor', 'sand']","[0.20925888419151306, 0.39717793464660645, 0.30844646692276, 0.08511670678853989]",1,False,kitchen,contrastive_transformer_embedding,False
1264,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1264,"['kitchen', 'computer', 'stairs', 'cat']","[0.1682835966348648, 0.34349894523620605, 0.021849093958735466, 0.46636831760406494]",3,False,kitchen,contrastive_transformer_embedding,False
1265,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1265,"['kitchen', 'chair', 'room', 'toy']","[0.5007054805755615, 0.08203649520874023, 0.4024927616119385, 0.014765293337404728]",0,True,kitchen,contrastive_transformer_embedding,False
1266,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1266,"['kitchen', 'foot', 'basket', 'crib']","[0.032043952494859695, 0.11742694675922394, 0.5067469477653503, 0.3437821865081787]",2,False,kitchen,contrastive_transformer_embedding,False
1267,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1267,"['kitchen', 'puzzle', 'hand', 'floor']","[0.29920920729637146, 0.16791020333766937, 0.2621821463108063, 0.2706984579563141]",0,True,kitchen,contrastive_transformer_embedding,False
1268,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1268,"['kitchen', 'stairs', 'paper', 'cat']","[0.23750849068164825, 0.17117200791835785, 0.26350137591362, 0.3278181850910187]",3,False,kitchen,contrastive_transformer_embedding,False
1269,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1269,"['kitchen', 'toy', 'road', 'computer']","[0.07098239660263062, 0.111465223133564, 0.43075698614120483, 0.38679543137550354]",2,False,kitchen,contrastive_transformer_embedding,False
1270,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1270,"['kitchen', 'room', 'foot', 'paper']","[0.47839081287384033, 0.16320858895778656, 0.16380082070827484, 0.19459982216358185]",0,True,kitchen,contrastive_transformer_embedding,False
1271,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1271,"['kitchen', 'floor', 'computer', 'road']","[0.01697232946753502, 0.05592309311032295, 0.8719154596328735, 0.05518908426165581]",2,False,kitchen,contrastive_transformer_embedding,False
1272,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1272,"['kitchen', 'puzzle', 'stairs', 'basket']","[0.22094084322452545, 0.3299030363559723, 0.2929854094982147, 0.15617068111896515]",1,False,kitchen,contrastive_transformer_embedding,False
1273,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1273,"['kitchen', 'foot', 'puzzle', 'paper']","[0.2910543382167816, 0.07241226732730865, 0.32888665795326233, 0.3076467216014862]",2,False,kitchen,contrastive_transformer_embedding,False
1274,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1274,"['kitchen', 'computer', 'chair', 'door']","[0.04671722277998924, 0.3481645882129669, 0.11970289051532745, 0.4854152798652649]",3,False,kitchen,contrastive_transformer_embedding,False
1275,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1275,"['kitchen', 'ground', 'road', 'hand']","[0.21658477187156677, 0.03354047238826752, 0.6229670643806458, 0.12690763175487518]",2,False,kitchen,contrastive_transformer_embedding,False
1276,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1276,"['kitchen', 'crib', 'foot', 'table']","[0.07991039007902145, 0.3501853346824646, 0.18594421446323395, 0.383960098028183]",3,False,kitchen,contrastive_transformer_embedding,False
1277,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1277,"['kitchen', 'puzzle', 'chair', 'room']","[0.4167082607746124, 0.03909908980131149, 0.3227781653404236, 0.2214145064353943]",0,True,kitchen,contrastive_transformer_embedding,False
1278,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1278,"['kitchen', 'window', 'basket', 'road']","[0.10842157900333405, 0.09688353538513184, 0.2691800892353058, 0.5255147814750671]",3,False,kitchen,contrastive_transformer_embedding,False
1279,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1279,"['kitchen', 'cat', 'ground', 'window']","[0.9098178744316101, 0.04219870641827583, 0.006078950595110655, 0.04190446436405182]",0,True,kitchen,contrastive_transformer_embedding,False
1280,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1280,"['kitchen', 'room', 'stairs', 'ground']","[0.4978887438774109, 0.34767279028892517, 0.13260343670845032, 0.02183503657579422]",0,True,kitchen,contrastive_transformer_embedding,False
1281,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1281,"['kitchen', 'ground', 'computer', 'chair']","[0.0933922529220581, 0.07697498798370361, 0.6903136372566223, 0.13931912183761597]",2,False,kitchen,contrastive_transformer_embedding,False
1282,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1282,"['kitchen', 'hand', 'road', 'table']","[0.2932736873626709, 0.13700473308563232, 0.17086993157863617, 0.3988517224788666]",3,False,kitchen,contrastive_transformer_embedding,False
1283,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1283,"['kitchen', 'puzzle', 'toy', 'foot']","[0.08490637689828873, 0.23501956462860107, 0.11571664363145828, 0.5643574595451355]",3,False,kitchen,contrastive_transformer_embedding,False
1284,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1284,"['kitchen', 'puzzle', 'road', 'ground']","[0.28886452317237854, 0.3634139597415924, 0.05351283401250839, 0.29420870542526245]",1,False,kitchen,contrastive_transformer_embedding,False
1285,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1285,"['kitchen', 'ground', 'basket', 'car']","[0.25707343220710754, 0.15948522090911865, 0.15542027354240417, 0.42802107334136963]",3,False,kitchen,contrastive_transformer_embedding,False
1286,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1286,"['kitchen', 'road', 'computer', 'puzzle']","[0.25248977541923523, 0.13454633951187134, 0.01845044456422329, 0.594513475894928]",3,False,kitchen,contrastive_transformer_embedding,False
1287,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1287,"['kitchen', 'window', 'door', 'car']","[0.5578927397727966, 0.11714771389961243, 0.10912900418043137, 0.21583054959774017]",0,True,kitchen,contrastive_transformer_embedding,False
1288,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1288,"['kitchen', 'hand', 'foot', 'room']","[0.43427756428718567, 0.36715400218963623, 0.09573130309581757, 0.10283708572387695]",0,True,kitchen,contrastive_transformer_embedding,False
1289,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1289,"['kitchen', 'puzzle', 'window', 'paper']","[0.585574209690094, 0.11991612613201141, 0.13757841289043427, 0.15693126618862152]",0,True,kitchen,contrastive_transformer_embedding,False
1290,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1290,"['kitchen', 'window', 'crib', 'puzzle']","[0.4235438108444214, 0.06688874959945679, 0.46490105986595154, 0.044666290283203125]",2,False,kitchen,contrastive_transformer_embedding,False
1291,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1291,"['kitchen', 'paper', 'floor', 'table']","[0.05815127491950989, 0.11889584362506866, 0.3668861985206604, 0.45606669783592224]",3,False,kitchen,contrastive_transformer_embedding,False
1292,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1292,"['kitchen', 'basket', 'paper', 'computer']","[0.1216447502374649, 0.05531464144587517, 0.18460050225257874, 0.6384400129318237]",3,False,kitchen,contrastive_transformer_embedding,False
1293,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1293,"['kitchen', 'computer', 'basket', 'paper']","[0.2258686125278473, 0.6957433819770813, 0.054131556302309036, 0.024256467819213867]",1,False,kitchen,contrastive_transformer_embedding,False
1294,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1294,"['kitchen', 'foot', 'chair', 'puzzle']","[0.3635140061378479, 0.41490668058395386, 0.18254493176937103, 0.03903445601463318]",1,False,kitchen,contrastive_transformer_embedding,False
1295,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1295,"['kitchen', 'ball', 'stairs', 'paper']","[0.6532948017120361, 0.05136226862668991, 0.07913177460432053, 0.21621111035346985]",0,True,kitchen,contrastive_transformer_embedding,False
1296,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1296,"['kitchen', 'floor', 'cat', 'stairs']","[0.02875688299536705, 0.8808130621910095, 0.08603209257125854, 0.00439797667786479]",1,False,kitchen,contrastive_transformer_embedding,False
1297,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1297,"['kitchen', 'paper', 'cat', 'ground']","[0.0757054015994072, 0.3470572233200073, 0.3813600242137909, 0.195877343416214]",2,False,kitchen,contrastive_transformer_embedding,False
1298,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1298,"['kitchen', 'computer', 'window', 'crib']","[0.15626811981201172, 0.7110971212387085, 0.11986441910266876, 0.012770338915288448]",1,False,kitchen,contrastive_transformer_embedding,False
1299,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1299,"['kitchen', 'toy', 'car', 'road']","[0.03034208156168461, 0.7719739079475403, 0.040048565715551376, 0.15763543546199799]",1,False,kitchen,contrastive_transformer_embedding,False
1300,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1300,"['paper', 'car', 'cat', 'table']","[0.2874382734298706, 0.44720524549484253, 0.12628592550754547, 0.13907046616077423]",1,False,paper,contrastive_transformer_embedding,False
1301,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1301,"['paper', 'car', 'computer', 'foot']","[0.7575382590293884, 0.1953982561826706, 0.011545339599251747, 0.03551819920539856]",0,True,paper,contrastive_transformer_embedding,False
1302,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1302,"['paper', 'floor', 'toy', 'puzzle']","[0.6140199303627014, 0.110423743724823, 0.1358226239681244, 0.13973373174667358]",0,True,paper,contrastive_transformer_embedding,False
1303,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1303,"['paper', 'basket', 'hand', 'window']","[0.9364407062530518, 0.034325893968343735, 0.022847643122076988, 0.006385812070220709]",0,True,paper,contrastive_transformer_embedding,False
1304,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1304,"['paper', 'kitchen', 'ball', 'road']","[0.8564632534980774, 0.10235718637704849, 0.013553354889154434, 0.027626177296042442]",0,True,paper,contrastive_transformer_embedding,False
1305,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1305,"['paper', 'floor', 'crib', 'hand']","[0.5801330804824829, 0.17050999402999878, 0.1748518943786621, 0.0745050236582756]",0,True,paper,contrastive_transformer_embedding,False
1306,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_1,transformer,1,False,True,True,frozen_pretrained,image,saycam,test,1306,"['paper', 'floor', 'ground', 'sand']","[0.47882649302482605, 0.339569091796875, 0.082178495824337, 0.09942597895860672]",0,True,paper,contrastive_transformer_embedding,False
